IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location
120168291,NON-CRIMINAL,COURTESY REPORT,Thursday,03/01/2012 08:00 AM +0000,06:50,TENDERLOIN,NONE,0 Block of JONES ST,-122.412119695795,37.7809035011582,"37.7809035011582, -122.412119695795"
120170901,ROBBERY,"ROBBERY, BODILY FORCE",Thursday,03/01/2012 08:00 AM +0000,00:10,TENDERLOIN,NONE,300 Block of MASON ST,-122.409736977824,37.7871515174923,"37.7871515174923, -122.409736977824"
120170917,ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,03/01/2012 08:00 AM +0000,00:01,INGLESIDE,"ARREST, BOOKED",0 Block of 30TH ST,-122.422690779386,37.742298340459,"37.742298340459, -122.422690779386"
120170945,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,03/01/2012 08:00 AM +0000,01:00,TENDERLOIN,"ARREST, CITED",POWELL ST / ELLIS ST,-122.407854234538,37.7854922044602,"37.7854922044602, -122.407854234538"
120170951,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Thursday,03/01/2012 08:00 AM +0000,00:29,RICHMOND,NONE,800 Block of GREAT HY,-122.511137153422,37.7729219403249,"37.7729219403249, -122.511137153422"
120170989,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,03/01/2012 08:00 AM +0000,01:30,NORTHERN,"ARREST, CITED",OFARRELL ST / VANNESS AV,-122.421195221815,37.7847536577561,"37.7847536577561, -122.421195221815"
120170995,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Thursday,03/01/2012 08:00 AM +0000,01:30,BAYVIEW,NONE,THORNTON AV / VENUS ST,-122.397698830248,37.7314348282736,"37.7314348282736, -122.397698830248"
120171006,ASSAULT,BATTERY,Thursday,03/01/2012 08:00 AM +0000,01:35,CENTRAL,NONE,600 Block of POST ST,-122.411705014197,37.7878375828863,"37.7878375828863, -122.411705014197"
120171517,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Thursday,03/01/2012 08:00 AM +0000,09:48,NORTHERN,NONE,MCALLISTER ST / LARKIN ST,-122.416948565876,37.7804689268479,"37.7804689268479, -122.416948565876"
120171642,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Thursday,03/01/2012 08:00 AM +0000,08:00,NORTHERN,NONE,500 Block of FELL ST,-122.427183730549,37.7754180469605,"37.7754180469605, -122.427183730549"
120171056,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,03/01/2012 08:00 AM +0000,01:45,CENTRAL,NONE,400 Block of GEARY ST,-122.411422236131,37.7869192253963,"37.7869192253963, -122.411422236131"
120171062,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Thursday,03/01/2012 08:00 AM +0000,02:30,TARAVAL,NONE,0 Block of CHUMASERO DR,-122.473225086569,37.7139625948505,"37.7139625948505, -122.473225086569"
120171103,ROBBERY,"ROBBERY, BODILY FORCE",Thursday,03/01/2012 08:00 AM +0000,01:42,SOUTHERN,UNFOUNDED,MISSION ST / 5TH ST,-122.406481972743,37.7827317884887,"37.7827317884887, -122.406481972743"
120171119,TRESPASS,TRESPASSING,Thursday,03/01/2012 08:00 AM +0000,05:28,CENTRAL,COMPLAINANT REFUSES TO PROSECUTE,900 Block of BAY ST,-122.422753728887,37.8043328860281,"37.8043328860281, -122.422753728887"
120171125,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Thursday,03/01/2012 08:00 AM +0000,05:30,TENDERLOIN,NONE,700 Block of OFARRELL ST,-122.417658218734,37.785232122409,"37.785232122409, -122.417658218734"
120171244,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Thursday,03/01/2012 08:00 AM +0000,08:00,TENDERLOIN,NONE,0 Block of TURK ST,-122.410414430798,37.7832623682493,"37.7832623682493, -122.410414430798"
120171307,OTHER OFFENSES,HARASSING PHONE CALLS,Thursday,03/01/2012 08:00 AM +0000,06:00,MISSION,NONE,2700 Block of HARRISON ST,-122.411854148175,37.7536064419404,"37.7536064419404, -122.411854148175"
120171307,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,03/01/2012 08:00 AM +0000,06:00,MISSION,NONE,2700 Block of HARRISON ST,-122.411854148175,37.7536064419404,"37.7536064419404, -122.411854148175"
120171363,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,03/01/2012 08:00 AM +0000,09:00,SOUTHERN,NONE,600 Block of 7TH ST,-122.403034692324,37.7730666070438,"37.7730666070438, -122.403034692324"
120171404,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,03/01/2012 08:00 AM +0000,09:33,INGLESIDE,"ARREST, CITED",3400 Block of MISSION ST,-122.422570995449,37.7416866880221,"37.7416866880221, -122.422570995449"
120171426,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,03/01/2012 08:00 AM +0000,10:01,BAYVIEW,"ARREST, CITED",2900 Block of 3RD ST,-122.387775353721,37.7525623370615,"37.7525623370615, -122.387775353721"
120171664,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,03/01/2012 08:00 AM +0000,10:35,BAYVIEW,NONE,DEHARO ST / 17TH ST,-122.401600659931,37.7648403636386,"37.7648403636386, -122.401600659931"
120171711,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,03/01/2012 08:00 AM +0000,10:30,MISSION,NONE,1000 Block of POTRERO AV,-122.406656623063,37.7568256145423,"37.7568256145423, -122.406656623063"
120172026,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,03/01/2012 08:00 AM +0000,12:20,NORTHERN,"ARREST, CITED",1700 Block of CALIFORNIA ST,-122.423390913226,37.790201047605,"37.790201047605, -122.423390913226"
120172082,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,03/01/2012 08:00 AM +0000,12:50,SOUTHERN,"ARREST, CITED",700 Block of MARKET ST,-122.40578398369,37.7857357699915,"37.7857357699915, -122.40578398369"
120172214,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,03/01/2012 08:00 AM +0000,14:30,BAYVIEW,"ARREST, BOOKED",FITZGERALD AV / JENNINGS ST,-122.393174162423,37.722036232083,"37.722036232083, -122.393174162423"
120172214,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,03/01/2012 08:00 AM +0000,14:30,BAYVIEW,"ARREST, BOOKED",FITZGERALD AV / JENNINGS ST,-122.393174162423,37.722036232083,"37.722036232083, -122.393174162423"
120172270,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,03/01/2012 08:00 AM +0000,14:50,BAYVIEW,"ARREST, CITED",JERROLD AV / TOLAND ST,-122.398748671063,37.7440977009018,"37.7440977009018, -122.398748671063"
120172305,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,03/01/2012 08:00 AM +0000,14:45,TENDERLOIN,"ARREST, CITED",HYDE ST / GOLDEN GATE AV,-122.415508242782,37.7816542806075,"37.7816542806075, -122.415508242782"
120172509,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Thursday,03/01/2012 08:00 AM +0000,15:40,NORTHERN,"ARREST, CITED",800 Block of OFARRELL ST,-122.418475909866,37.7850608636076,"37.7850608636076, -122.418475909866"
120172963,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,03/01/2012 08:00 AM +0000,18:45,BAYVIEW,"ARREST, CITED",1500 Block of REVERE AV,-122.389184201566,37.730975151573,"37.730975151573, -122.389184201566"
120173422,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,03/01/2012 08:00 AM +0000,22:15,TENDERLOIN,"ARREST, CITED",HYDE ST / OFARRELL ST,-122.416261836834,37.7853750846376,"37.7853750846376, -122.416261836834"
120173676,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,03/02/2012 08:00 AM +0000,00:11,RICHMOND,"ARREST, CITED",400 Block of CLEMENT ST,-122.463364102212,37.7829537456222,"37.7829537456222, -122.463364102212"
120173739,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,03/02/2012 08:00 AM +0000,00:55,BAYVIEW,"ARREST, CITED",3RD ST / ARMSTRONG AV,-122.393573303211,37.7269797737306,"37.7269797737306, -122.393573303211"
120173773,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Friday,03/02/2012 08:00 AM +0000,01:10,TARAVAL,"ARREST, BOOKED",2300 Block of 19TH AV,-122.475685947607,37.7442639587198,"37.7442639587198, -122.475685947607"
120173773,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,03/02/2012 08:00 AM +0000,01:10,TARAVAL,"ARREST, BOOKED",2300 Block of 19TH AV,-122.475685947607,37.7442639587198,"37.7442639587198, -122.475685947607"
120173795,WARRANTS,WARRANT ARREST,Friday,03/02/2012 08:00 AM +0000,01:17,MISSION,"ARREST, BOOKED",3100 Block of 17TH ST,-122.417107804072,37.7635509469636,"37.7635509469636, -122.417107804072"
120173795,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,03/02/2012 08:00 AM +0000,01:17,MISSION,"ARREST, BOOKED",3100 Block of 17TH ST,-122.417107804072,37.7635509469636,"37.7635509469636, -122.417107804072"
120172383,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,03/01/2012 08:00 AM +0000,15:20,CENTRAL,NONE,KEARNY ST / POST ST,-122.403663463962,37.788894680211,"37.788894680211, -122.403663463962"
120172690,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,03/01/2012 08:00 AM +0000,16:46,PARK,"ARREST, CITED",HAIGHT ST / BELVEDERE ST,-122.449647662955,37.7696619195846,"37.7696619195846, -122.449647662955"
120172800,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Thursday,03/01/2012 08:00 AM +0000,07:30,INGLESIDE,NONE,1800 Block of SUNNYDALE AV,-122.419878891535,37.7128460749144,"37.7128460749144, -122.419878891535"
120172907,DRUG/NARCOTIC,POSSESSION OF COCAINE,Thursday,03/01/2012 08:00 AM +0000,18:38,INGLESIDE,NONE,4700 Block of MISSION ST,-122.43696267955,37.7217547340343,"37.7217547340343, -122.43696267955"
120172907,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Thursday,03/01/2012 08:00 AM +0000,18:38,INGLESIDE,NONE,4700 Block of MISSION ST,-122.43696267955,37.7217547340343,"37.7217547340343, -122.43696267955"
120173096,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,03/01/2012 08:00 AM +0000,19:30,INGLESIDE,PSYCHOPATHIC CASE,600 Block of SAN JOSE AV,-122.422287066535,37.74512860201,"37.74512860201, -122.422287066535"
120173143,NON-CRIMINAL,LOST PROPERTY,Thursday,03/01/2012 08:00 AM +0000,16:30,INGLESIDE,NONE,GENEVA AV / MISSION ST,-122.441018108888,37.7164586830811,"37.7164586830811, -122.441018108888"
120173193,WEAPON LAWS,POSS OF PROHIBITED WEAPON,Thursday,03/01/2012 08:00 AM +0000,20:17,INGLESIDE,"ARREST, BOOKED",600 Block of EDINBURGH ST,-122.433720805362,37.7191831197154,"37.7191831197154, -122.433720805362"
120173193,WARRANTS,ENROUTE TO PAROLE OFFICER,Thursday,03/01/2012 08:00 AM +0000,20:17,INGLESIDE,"ARREST, BOOKED",600 Block of EDINBURGH ST,-122.433720805362,37.7191831197154,"37.7191831197154, -122.433720805362"
120173400,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,03/01/2012 08:00 AM +0000,21:55,INGLESIDE,NONE,1700 Block of GENEVA AV,-122.424646297519,37.7103295193189,"37.7103295193189, -122.424646297519"
120173444,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,03/01/2012 08:00 AM +0000,20:54,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.406659517434,37.7850491022697,"37.7850491022697, -122.406659517434"
120173444,OTHER OFFENSES,PAROLE VIOLATION,Thursday,03/01/2012 08:00 AM +0000,20:54,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.406659517434,37.7850491022697,"37.7850491022697, -122.406659517434"
120173444,WARRANTS,WARRANT ARREST,Thursday,03/01/2012 08:00 AM +0000,20:54,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.406659517434,37.7850491022697,"37.7850491022697, -122.406659517434"
120173529,OTHER OFFENSES,RESISTING ARREST,Thursday,03/01/2012 08:00 AM +0000,22:55,TENDERLOIN,"ARREST, BOOKED",200 Block of TURK ST,-122.412770549983,37.7829919987632,"37.7829919987632, -122.412770549983"
120173529,WARRANTS,WARRANT ARREST,Thursday,03/01/2012 08:00 AM +0000,22:55,TENDERLOIN,"ARREST, BOOKED",200 Block of TURK ST,-122.412770549983,37.7829919987632,"37.7829919987632, -122.412770549983"
120173529,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,03/01/2012 08:00 AM +0000,22:55,TENDERLOIN,"ARREST, BOOKED",200 Block of TURK ST,-122.412770549983,37.7829919987632,"37.7829919987632, -122.412770549983"
120173557,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Thursday,03/01/2012 08:00 AM +0000,22:40,SOUTHERN,"ARREST, BOOKED",0 Block of VALENCIA ST,-122.422649466129,37.7723589083781,"37.7723589083781, -122.422649466129"
120173557,LARCENY/THEFT,"LOST PROPERTY, GRAND THEFT",Thursday,03/01/2012 08:00 AM +0000,22:40,SOUTHERN,"ARREST, BOOKED",0 Block of VALENCIA ST,-122.422649466129,37.7723589083781,"37.7723589083781, -122.422649466129"
120173654,OTHER OFFENSES,RESISTING ARREST,Friday,03/02/2012 08:00 AM +0000,00:06,TENDERLOIN,"ARREST, BOOKED",TURK ST / HYDE ST,-122.415694922134,37.7825851968467,"37.7825851968467, -122.415694922134"
120173870,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,03/02/2012 08:00 AM +0000,02:31,PARK,NONE,CASTRO ST / DUBOCE AV,-122.435797048864,37.7690578711759,"37.7690578711759, -122.435797048864"
120173905,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,03/02/2012 08:00 AM +0000,03:04,CENTRAL,"ARREST, BOOKED",LEAVENWORTH ST / GEARY ST,-122.414809966357,37.7865194111614,"37.7865194111614, -122.414809966357"
120173905,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,03/02/2012 08:00 AM +0000,03:04,CENTRAL,"ARREST, BOOKED",LEAVENWORTH ST / GEARY ST,-122.414809966357,37.7865194111614,"37.7865194111614, -122.414809966357"
120173905,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,03/02/2012 08:00 AM +0000,03:04,CENTRAL,"ARREST, BOOKED",LEAVENWORTH ST / GEARY ST,-122.414809966357,37.7865194111614,"37.7865194111614, -122.414809966357"
120174016,WEAPON LAWS,DISCHARGE FIREARM WITHIN CITY LIMITS,Friday,03/02/2012 08:00 AM +0000,05:10,BAYVIEW,NONE,1700 Block of NEWCOMB AV,-122.392147587503,37.7365311222868,"37.7365311222868, -122.392147587503"
120174088,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,03/02/2012 08:00 AM +0000,08:05,SOUTHERN,NONE,HARRISON ST / ESSEX ST,-122.394104744923,37.785150776928,"37.785150776928, -122.394104744923"
120174282,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,03/02/2012 08:00 AM +0000,09:50,SOUTHERN,NONE,100 Block of 3RD ST,-122.401011100408,37.7854986272914,"37.7854986272914, -122.401011100408"
120174680,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,03/02/2012 08:00 AM +0000,11:25,SOUTHERN,"ARREST, CITED",7TH ST / HARRISON ST,-122.406300138733,37.7755131129937,"37.7755131129937, -122.406300138733"
120171238,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,03/01/2012 08:00 AM +0000,08:30,PARK,NONE,1100 Block of COLE ST,-122.449394361571,37.7637013539678,"37.7637013539678, -122.449394361571"
120171266,NON-CRIMINAL,TARASOFF REPORT,Thursday,03/01/2012 08:00 AM +0000,07:51,INGLESIDE,NONE,200 Block of SANTOS ST,-122.41997483319,37.7084545935071,"37.7084545935071, -122.41997483319"
120171266,ASSAULT,THREATS AGAINST LIFE,Thursday,03/01/2012 08:00 AM +0000,07:51,INGLESIDE,NONE,200 Block of SANTOS ST,-122.41997483319,37.7084545935071,"37.7084545935071, -122.41997483319"
120170939,ASSAULT,THREATS AGAINST LIFE,Thursday,03/01/2012 08:00 AM +0000,00:33,INGLESIDE,"ARREST, BOOKED",2300 Block of ALEMANY BL,-122.444365930983,37.7163889498332,"37.7163889498332, -122.444365930983"
120171460,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,03/01/2012 08:00 AM +0000,09:50,SOUTHERN,"ARREST, CITED",MARKET ST / 6TH ST,-122.41029351969,37.7822305870036,"37.7822305870036, -122.41029351969"
120171476,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,03/01/2012 08:00 AM +0000,09:50,RICHMOND,"ARREST, BOOKED",400 Block of 2ND AV,-122.459788880991,37.7801964299688,"37.7801964299688, -122.459788880991"
120171608,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,03/01/2012 08:00 AM +0000,11:20,MISSION,NONE,2800 Block of FOLSOM ST,-122.413980732099,37.751019612785,"37.751019612785, -122.413980732099"
120171818,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,03/01/2012 08:00 AM +0000,11:20,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403742962696,37.7752316978114,"37.7752316978114, -122.403742962696"
120171937,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,03/01/2012 08:00 AM +0000,11:58,PARK,NONE,2400 Block of GEARY BL,-122.443204929701,37.7827983559095,"37.7827983559095, -122.443204929701"
120171937,NON-CRIMINAL,COURTESY REPORT,Thursday,03/01/2012 08:00 AM +0000,11:58,PARK,NONE,2400 Block of GEARY BL,-122.443204929701,37.7827983559095,"37.7827983559095, -122.443204929701"
120171965,NON-CRIMINAL,AIDED CASE,Thursday,03/01/2012 08:00 AM +0000,13:00,RICHMOND,NONE,400 Block of 6TH AV,-122.464241709387,37.7798418171799,"37.7798418171799, -122.464241709387"
120171993,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,03/01/2012 08:00 AM +0000,12:36,RICHMOND,PSYCHOPATHIC CASE,600 Block of 20TH AV,-122.479087332941,37.7757025874586,"37.7757025874586, -122.479087332941"
120172010,TRESPASS,TRESPASSING,Thursday,03/01/2012 08:00 AM +0000,12:45,TENDERLOIN,NONE,100 Block of MASON ST,-122.409541408985,37.7847899043575,"37.7847899043575, -122.409541408985"
120172032,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Thursday,03/01/2012 08:00 AM +0000,13:02,BAYVIEW,"ARREST, BOOKED",1300 Block of REVERE AV,-122.385925389932,37.7293047210248,"37.7293047210248, -122.385925389932"
120172054,TRESPASS,TRESPASSING,Thursday,03/01/2012 08:00 AM +0000,12:35,SOUTHERN,NONE,700 Block of HOWARD ST,-122.401495999275,37.7841738410027,"37.7841738410027, -122.401495999275"
120172145,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,03/01/2012 08:00 AM +0000,13:55,INGLESIDE,"ARREST, CITED",MONTEREY BL / FOERSTER ST,-122.448865497054,37.7315417593945,"37.7315417593945, -122.448865497054"
120172559,WARRANTS,WARRANT ARREST,Thursday,03/01/2012 08:00 AM +0000,16:20,TENDERLOIN,NONE,300 Block of ELLIS ST,-122.411875134302,37.7849468777961,"37.7849468777961, -122.411875134302"
120172565,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,03/01/2012 08:00 AM +0000,07:40,PARK,NONE,300 Block of LAGUNAHONDA BL,-122.458773408372,37.7479405393162,"37.7479405393162, -122.458773408372"
120172587,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,03/01/2012 08:00 AM +0000,16:28,TENDERLOIN,NONE,GOLDEN GATE AV / JONES ST,-122.412224164736,37.7820729312029,"37.7820729312029, -122.412224164736"
120172587,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Thursday,03/01/2012 08:00 AM +0000,16:28,TENDERLOIN,NONE,GOLDEN GATE AV / JONES ST,-122.412224164736,37.7820729312029,"37.7820729312029, -122.412224164736"
120172587,OTHER OFFENSES,PROBATION VIOLATION,Thursday,03/01/2012 08:00 AM +0000,16:28,TENDERLOIN,NONE,GOLDEN GATE AV / JONES ST,-122.412224164736,37.7820729312029,"37.7820729312029, -122.412224164736"
120172593,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,03/01/2012 08:00 AM +0000,15:57,MISSION,CLEARED-CONTACT JUVENILE FOR MORE INFO,1500 Block of VALENCIA ST,-122.420299368111,37.7487705213138,"37.7487705213138, -122.420299368111"
120172258,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,03/01/2012 08:00 AM +0000,14:00,PARK,NONE,200 Block of WOODSIDE AV,-122.454569579725,37.7460948215869,"37.7460948215869, -122.454569579725"
120172292,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Thursday,03/01/2012 08:00 AM +0000,14:51,TENDERLOIN,"ARREST, BOOKED",0 Block of EDDY ST,-122.40791745111,37.7844545233807,"37.7844545233807, -122.40791745111"
120172292,OTHER OFFENSES,PROBATION VIOLATION,Thursday,03/01/2012 08:00 AM +0000,14:51,TENDERLOIN,"ARREST, BOOKED",0 Block of EDDY ST,-122.40791745111,37.7844545233807,"37.7844545233807, -122.40791745111"
120172377,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,03/01/2012 08:00 AM +0000,15:25,RICHMOND,"ARREST, CITED",TURK ST / ARGUELLO BL,-122.458576722958,37.7771833547923,"37.7771833547923, -122.458576722958"
120172424,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,03/01/2012 08:00 AM +0000,14:45,TARAVAL,PSYCHOPATHIC CASE,100 Block of DORADO TR,-122.461242952606,37.7268573428428,"37.7268573428428, -122.461242952606"
120172496,ASSAULT,BATTERY OF A POLICE OFFICER,Thursday,03/01/2012 08:00 AM +0000,15:20,CENTRAL,"ARREST, BOOKED",SUTTER ST / SANSOME ST,-122.400316057286,37.790099627367,"37.790099627367, -122.400316057286"
120172496,EXTORTION,ATTEMPTED EXTORTION,Thursday,03/01/2012 08:00 AM +0000,15:20,CENTRAL,"ARREST, BOOKED",SUTTER ST / SANSOME ST,-122.400316057286,37.790099627367,"37.790099627367, -122.400316057286"
120172496,OTHER OFFENSES,RESISTING ARREST,Thursday,03/01/2012 08:00 AM +0000,15:20,CENTRAL,"ARREST, BOOKED",SUTTER ST / SANSOME ST,-122.400316057286,37.790099627367,"37.790099627367, -122.400316057286"
120172521,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Thursday,03/01/2012 08:00 AM +0000,14:00,NORTHERN,NONE,VANNESS AV / UNION ST,-122.423985900144,37.7985525790132,"37.7985525790132, -122.423985900144"
120172559,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Thursday,03/01/2012 08:00 AM +0000,16:20,TENDERLOIN,NONE,300 Block of ELLIS ST,-122.411875134302,37.7849468777961,"37.7849468777961, -122.411875134302"
120172684,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Thursday,03/01/2012 08:00 AM +0000,16:45,MISSION,"ARREST, CITED",2300 Block of MISSION ST,-122.419247966837,37.7602074774476,"37.7602074774476, -122.419247966837"
120172684,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,03/01/2012 08:00 AM +0000,16:45,MISSION,"ARREST, CITED",2300 Block of MISSION ST,-122.419247966837,37.7602074774476,"37.7602074774476, -122.419247966837"
120172725,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,03/01/2012 08:00 AM +0000,16:00,INGLESIDE,JUVENILE ADMONISHED,500 Block of PORTOLA DR,-122.450907615286,37.7457678147559,"37.7457678147559, -122.450907615286"
120172731,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,03/01/2012 08:00 AM +0000,17:19,BAYVIEW,NONE,4000 Block of 3RD ST,-122.38838539614,37.7409651420868,"37.7409651420868, -122.38838539614"
120172769,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,03/01/2012 08:00 AM +0000,16:31,BAYVIEW,NONE,500 Block of WISCONSIN ST,-122.399373442411,37.7603934426332,"37.7603934426332, -122.399373442411"
120172844,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,03/01/2012 08:00 AM +0000,17:54,MISSION,UNFOUNDED,200 Block of CHURCH ST,-122.428969743336,37.767262370442,"37.767262370442, -122.428969743336"
120172850,DRUG/NARCOTIC,PLANTING/CULTIVATING MARIJUANA,Thursday,03/01/2012 08:00 AM +0000,17:38,SOUTHERN,NONE,100 Block of HARRIET ST,-122.405192073099,37.7774597698403,"37.7774597698403, -122.405192073099"
120172894,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,03/01/2012 08:00 AM +0000,18:23,SOUTHERN,NONE,0 Block of MARKET ST,-122.393966072273,37.7950278234755,"37.7950278234755, -122.393966072273"
120172913,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,03/01/2012 08:00 AM +0000,18:44,MISSION,"ARREST, CITED",BRYANT ST / 25TH ST,-122.408980216316,37.7512007485625,"37.7512007485625, -122.408980216316"
120173563,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,03/01/2012 08:00 AM +0000,23:33,BAYVIEW,"ARREST, CITED",OAKDALE AV / QUINT ST,-122.395948175202,37.7377836782445,"37.7377836782445, -122.395948175202"
120172935,ASSAULT,BATTERY,Thursday,03/01/2012 08:00 AM +0000,17:15,BAYVIEW,NONE,5400 Block of 3RD ST,-122.392897562752,37.7283932892476,"37.7283932892476, -122.392897562752"
120172941,TRESPASS,TRESPASSING,Thursday,03/01/2012 08:00 AM +0000,18:27,CENTRAL,"ARREST, CITED",700 Block of VALLEJO ST,-122.409650183915,37.7985799469292,"37.7985799469292, -122.409650183915"
120172957,STOLEN PROPERTY,RECEIVING STOLEN PROPERTY,Thursday,03/01/2012 08:00 AM +0000,18:40,TENDERLOIN,"ARREST, BOOKED",HYDE ST / OFARRELL ST,-122.416261836834,37.7853750846376,"37.7853750846376, -122.416261836834"
120172957,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,03/01/2012 08:00 AM +0000,18:40,TENDERLOIN,"ARREST, BOOKED",HYDE ST / OFARRELL ST,-122.416261836834,37.7853750846376,"37.7853750846376, -122.416261836834"
120172991,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Thursday,03/01/2012 08:00 AM +0000,17:55,NORTHERN,NONE,1400 Block of BUSH ST,-122.421527867425,37.7885083609366,"37.7885083609366, -122.421527867425"
120172991,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Thursday,03/01/2012 08:00 AM +0000,17:55,NORTHERN,NONE,1400 Block of BUSH ST,-122.421527867425,37.7885083609366,"37.7885083609366, -122.421527867425"
